18522 28384
4689 6008 7645
11974 8842 31206
17053 17677 20470
14347 4753 26366
9264 1036 9811
3204 12729 17942
15026 323 27315
1353 16516 29565
3763 11768 32119
13354 10794 30477
10283 18386 23209
3099 2737 16613
2640 12089 30975
2031 1137 13537
7175 55 22249
7885 18101 17984
2966 5459 28174
10732 9328 21056
333 5430 16325
12959 5007 922
2893 8198 19822
7084 11403 8729
3548 4870 9648
392 6432 6350
13317 4623 19470
7075 16553 647
15260 16209 12884
13103 2849 32658
8001 17 21438
16043 1103 18685
17158 17146 20467
15334 2777 13509
10159 14854 14376
7760 16503 31671
1388 1472 11010
14610 10633 23799
10891 17193 27665
7250 4684 1119
13258 54 27138
8545 6270 12345
5248 7760 13009
2255 2677 18431
5027 7295 14242
13386 11987 14630
2542 14833 2576
7277 9553 20518
6762 10965 31506
10654 11496 13105
12348 3529 18370
4237 16478 29021
5870 11324 23209
8497 17857 5169
5063 13471 10341
17770 1906 6860
3265 12052 25786
10045 8695 3369
9186 16280 18808
1660 1418 15144
7117 2767 31411
13940 14845 3676
9316 11006 19518
10399 4431 26335
13990 4202 23158
18368 10717 6801
9888 5520 7348
11767 16410 11142
667 16249 25084
913 10451 30114
13535 7537 6351
9360 16632 15490
2611 9716 26918
14068 16413 31306
18439 14124 5114
10348 13668 25845
13012 17291 19942
12260 12569 9007
11521 13851 29390
2413 329 27371
12772 299 3726
1721 10586 4909
16212 6852 23315
835 7668 20421
160 5494 3703
4312 11608 10469
1754 12751 13303
4043 4300 6628
9887 13116 24790
12081 16281 27014
14637 1995 29325
1491 9063 5017
368 1129 13785
16742 11066 20186
18302 6977 28296
18365 11825 11084
16804 8915 17929
8344 16060 17555
1820 2361 15159
3819 3639 24812
13106 749 22491
4476 6010 24790
17449 15596 16579
2578 7911 27798
7213 12446 15255
15187 16677 9224
14290 12662 4520
15177 11683 2696
4352 11602 22893
3948 3688 19416
1035 7835 14449
6320 1207 6215
18089 11165 11733
1605 16089 1420
4196 6687 31160
6351 2719 28430
18153 6431 20518
13180 15557 2960
857 8638 18012
3847 14401 10106
8197 14833 24441
1677 17591 31291
15223 16654 23043
4885 15189 12915
2264 12121 29120
7582 5455 26595
9634 13877 16850
10306 4879 29533
18502 7555 24865
6313 3419 3108
4361 13735 18283
12733 6847 18303
18310 8578 5016
17095 9436 620
5815 5174 31783
14567 8835 9907
9691 1521 6348
12162 9639 29643
3331 12815 24724
9000 3873 18767
4881 2326 14896
14197 13762 13304
3213 13786 25649
10548 4289 32594
7899 13635 22877
2025 2933 7590
4815 9257 14696
11821 8685 9426
2927 11616 14511
4651 3186 14856
1747 11050 14796
6073 14993 24485
4979 14182 2590
8317 1433 32673
10573 4134 22163
11096 12316 4685
8480 7949 24670
8078 9796 13393
6252 113 20822
694 4774 12329
17574 18123 24120
16841 16160 16028
16227 10929 14599
6277 18324 24281
1724 952 16426
11560 2602 29245
5736 6639 26418
7311 14048 4338
11729 16806 7229
14328 14557 9194
4515 3640 31095
15986 7346 1506
7839 16470 29735
17807 12140 4200
10734 6005 838
9583 16135 23333
14243 4267 30113
750 7455 25298
1800 8268 29661
13662 414 6824
11180 1602 1289
6386 15331 26150
1812 2110 27775
17310 9063 29309
16328 14708 28219
13976 12715 11792
4238 11879 758
3168 18166 448
17724 11754 22443
9613 16304 17146
15582 5171 11338
10145 6532 26312
1937 3640 21446
10968 2096 7507
7337 1535 19394
2670 12016 31378
7545 6969 11402
15906 6796 31774
2057 156 8731
232 1233 25961
989 18502 17764
5571 8260 25278
15767 18346 6407
5641 13548 30938
18350 13966 12105
6490 4487 18944
17130 419 9961
5536 13575 31447
17576 10822 19223
2960 8089 20586
10377 9942 18126
16177 7892 20009
10200 17692 5677
11258 8240 30146
18344 12982 16557
9966 11735 9242
5592 309 32072
1900 2759 11744
10423 12227 15842
10418 11150 9059
13620 2126 20896
1337 15188 22199
1197 4940 26088
11341 2660 12371
8667 11348 15426
7127 3731 23969
11316 1489 32598
16331 10249 16960
14913 9227 19376
8273 1370 8170
17913 11657 20764
8407 15446 29234
13615 9545 30646
16627 7683 21151
2017 12454 16382
12197 127 11982
13442 7615 14223
5377 2276 32152
6257 1706 25680
16077 10029 16768
9777 15548 1592
9287 13179 21956
10792 3789 5107
1574 13771 4331
2608 7768 28946
9638 8917 691
12417 15339 7311
7086 17082 19605
15111 7926 3262
16248 15051 7016
15606 24 10769
951 4798 28110
1419 10161 27700
15091 9198 26208
14076 9436 5479
6758 10496 14817
7664 1992 30245
7239 8496 10461
16597 7287 6010
10212 15734 12669
4481 8630 13459
8389 6947 4472
13266 12555 7276
10236 8152 6501
8642 11510 31406
13016 15406 2533
17326 15842 13075
15228 9526 2134
18191 13173 31984
16086 15312 31752
13410 7325 21684
4028 9998 9784
18397 16560 14203
1213 832 22072
6966 4651 260
9163 15818 2184
13588 11658 16049
7890 1857 23251
9884 10634 27227
4152 15136 22533
1612 18157 22037
12572 8190 1794
2745 15845 11834
14786 7498 11161
1041 6471 26976
11405 12176 7372
1356 16966 22015
85 6245 17546
5308 10374 17383
2579 5319 7264
7971 16759 7142
13728 6057 6112
8996 7699 8748
4212 14779 14495
14584 14674 12355
14930 13020 20761
1315 11928 31169
13235 132 4840
12990 5930 31485
13656 18395 14859
12971 14645 4965
4135 492 18984
5495 9374 5454
9734 2590 13336
15858 17047 21336
16326 14489 10528
8106 17000 30649
10037 6092 11928
12928 18277 19458
6179 13597 32760
11660 16944 6219
12374 16775 18050
3726 14160 30404
7552 11654 29956
15365 437 29973
16715 2550 31581
8560 2011 12060
12261 17969 22741
14492 2140 18152
4589 9662 9574
10638 14224 19455
8620 10538 18819
12280 106 22610
992 8794 6402
15403 12705 29554
12094 16660 12600
8509 339 15577
16648 12162 9062
17487 15915 1130
5690 13128 27648
3797 18324 25718
15193 1285 19587
7672 14419 13029
7728 13266 8399
10394 8500 18260
3322 13616 2615
4981 2126 12873
14897 2681 6611
13767 16717 9674
1073 1248 20658
5209 2899 2556
13811 7633 10235
17986 16533 6293
15882 13128 11301
13101 15406 28739
16615 10960 24007
16724 18050 27993
2770 3441 20401
17166 17334 18271
5940 28 11601
11235 14976 2906
1553 3784 17806
8214 650 6373
9629 16612 13723
17963 15521 23670
520 5418 11386
7733 10923 11102
10931 15869 19227
2444 992 30310
15481 4795 11876
11846 14039 3615
10594 874 1924
6734 14123 53
6650 1530 7257
6047 16724 14185
3440 8843 27862
17583 6200 4096
1061 8302 23470
7562 4410 4292
12557 12266 26536
10664 9575 31983
8994 16244 4206
8391 11390 3479
3608 16671 15540
3702 13995 24947
10268 1173 12549
11631 12938 10252
11497 9230 11683
7014 11680 18880
7032 16915 28461
14350 18376 24610
18411 12332 24857
4242 9953 19085
3277 11234 8729
11699 3067 6419
9015 8251 23043
13138 8177 31754
14721 13448 7648
9520 16858 28903
13931 742 2592
15227 13729 5410
3185 12728 9260
11028 4077 28248
17776 8687 19405
7687 16315 8946
172 10144 23074
15168 14554 8425
5364 5658 20245
939 11588 6281
8967 7964 28563
4075 2832 3905
8060 7550 17912
6946 15623 13024
18202 3075 25444
10396 1359 4044
5401 3506 23546
12166 6455 27931
12781 9413 4410
16181 15848 26516
5164 12885 17647
17524 15038 257
12848 15782 29802
9458 7668 19292
8374 10922 28421
17684 17228 12217
14121 5439 19487
14643 2527 7934
5272 16600 9234
2861 4737 20167
5916 15047 3277
8699 10245 3846
17633 2717 9758
11830 2512 21829
12054 10613 19157
16484 15016 24718
10074 15981 4915
6671 17966 25957
502 15243 2680
8598 6002 4956
1229 6919 7268
7565 17685 3622
8499 5699 8448
4951 12771 12857
7459 1288 23579
6172 10038 16725
9773 4559 4909
18400 974 28051
14668 13662 22439
17886 6747 14791
5514 14888 7389
10510 4393 23638
11120 13438 30724
4007 2869 19924
14613 672 19967
14158 414 32518
16046 12766 1517
18407 12624 27158
6422 2641 26809
17142 9427 24864
12484 7437 29983
9689 11228 12387
17551 10957 27863
3591 8923 29875
11264 10074 2799
6566 531 30471
12829 13540 31863
6834 18361 1081
7462 3847 11278
10745 16523 9286
4844 16857 1522
6702 4179 22202
4594 2812 23962
7273 18076 8721
14073 11457 24333
7700 164 25124
6273 12355 17769
4721 16843 26119
4025 9227 15712
5091 9649 10212
12708 8938 13713
17910 9181 18862
11112 7396 14341
9361 13506 6088
16239 7518 3899
14980 17102 12017
7464 7310 16004
8953 6555 5400
12995 11044 2216
18103 17512 11485
13491 15161 12542
15436 12670 31217
8225 5095 8835
10534 2340 16535
16936 1266 1432
7463 12831 13541
10516 5606 22633
13682 8555 16033
17991 10634 10026
14832 10629 23760
11035 4993 22710
1442 1511 77
12710 18162 31017
16271 6615 22269
16939 17086 20369
12910 13679 2433
15874 10050 11472
2529 14801 27513
17452 3868 4409
17525 1838 8876
7228 15585 21397
6184 12140 25525
8982 288 12177
9033 12452 8968
2293 4123 23242
13739 7952 3938
10274 279 18154
16257 4149 26385
8512 5391 23698
17098 5946 19337
8082 12385 3599
13565 1701 12100
5595 4740 29190
16123 2780 26601
15643 15455 30102
10009 8564 25372
3059 16261 29352
3919 1781 1684
856 13436 25189
10875 3321 29769
757 4105 19719
17370 1824 20940
5035 12814 20354
6557 5370 24114
6337 13560 25779
16247 10989 9243
6178 8797 25375
6304 622 32174
11217 6305 8547
1479 11721 32432
12058 614 17125
12841 16704 15613
2341 592 7013
10132 280 27137
8658 1902 13183
1355 18324 20492
2555 7378 4421
16343 9103 7325
5796 13272 20330
11001 1528 31978
3811 10388 4800
13897 5714 1105
16959 11629 24827
17578 6311 11396
14611 18119 3306
17719 12547 3455
14862 15520 11184
5002 3859 16296
3129 7263 9118
18332 15880 17594
13292 9363 12475
7451 11603 25657
16078 335 1062
15716 17719 11940
14535 7776 15051
5892 11891 26286
10434 6002 7466
10476 11295 29196
10481 9101 15645
11308 9054 15312
12116 702 26590
10606 8110 12355
13736 2579 20931
5068 16408 16051
2621 5677 11878
9957 11197 10174
8281 15501 25395
14697 7163 24308
4829 15008 31629
9080 17481 31985
16439 16049 19730
12442 10967 15157
8348 2539 8102
1396 7699 17769
11090 4055 65
9833 7036 25558
10417 12344 30401
16692 3519 12587
13699 15591 30249
5069 535 16885
16736 17801 23570
8641 15143 28236
6180 6933 32578
5301 67 24231
9753 8996 30365
8970 8103 8913
17981 12838 14569
7986 15572 1655
3792 15475 19238
7149 14643 6345
9919 2299 13923
5139 13720 1311
8044 1482 16215
3148 9351 30887
8863 3056 10540
11243 9335 30084
11953 11199 31283
9989 11911 11748
9245 1209 5252
6779 2556 25079
9280 14262 19898
17757 16191 20949
17802 3748 22588
5828 16450 12458
15158 13283 5597
6334 6668 14537
14405 17405 7868
5036 3442 6256
3769 4453 14499
1816 6757 32102
14806 1629 31320
10408 16543 6585
12605 12961 13212
4648 13916 9797
16565 12124 15828
5100 12781 14285
15930 6433 25222
13730 8846 16843
9499 7080 23604
11520 13579 28230
16867 8353 27454
10559 676 5193
15728 10665 23496
16338 2905 7891
13907 5638 31464
17315 17280 13399
4266 3587 10360
14751 3564 29482
3276 9597 16481
9569 14768 12652
11023 6266 20812
8189 15058 28493
13423 11394 20452
8100 7834 8386
1664 13001 32062
9382 13843 12290
7110 15993 23547
17434 16242 11368
16359 17200 9027
15918 752 4492
15888 14160 28585
10196 13843 168
9804 1444 20886
6349 763 15022
2848 10195 5589
12978 8863 13211
13356 1441 4167
10860 17364 18401
17005 2596 6648
4839 16531 777
369 16403 11012
7005 17890 4820
3976 379 19978
268 11461 1157
18373 8703 28198
15952 5276 21028
2532 9050 424
2089 11242 9161
14126 15321 8958
5537 9019 3420
15825 16674 5770
1231 2240 2894
7515 15339 22369
6093 16800 8495
4143 12271 24100
14199 17368 21295
11618 10396 15473
3209 6939 20467
7348 2328 11419
4071 18034 4671
9955 4045 10413
14106 8590 6753
3807 7295 19690
9112 2874 11624
3271 4808 2363
6498 885 23691
5218 3752 16980
9205 585 326
3918 3104 20084
1438 7328 27421
15087 16709 780
3304 10735 16899
10312 6448 8112
3424 4366 11479
15071 6647 6178
6343 3229 11637
10505 2579 25171
6045 12219 27722
8235 10682 20144
9985 10247 27509
176 15283 24600
7216 9176 24018
12894 4485 26181
11004 7245 14465
1890 13310 6300
555 17367 5587
6126 5237 26769
7353 11404 13973
2993 2400 2605
13168 13409 27447
7566 4000 5714
10818 13955 70
6833 6648 32211
7047 12523 550
3879 16883 5502
18246 10100 23071
9399 17094 8863
15427 7382 31495
17330 6572 19633
4576 1147 7743
17277 11682 1075
8577 6777 440
16964 6546 6104
17068 15310 15923
16761 16023 10386
6344 2000 14601
3281 2019 16926
12906 3574 30480
18063 5999 24872
16152 9687 15997
10227 16389 28951
14174 9022 5076
8718 17149 6940
50 8910 16963
13816 9432 27947
4156 8600 23038
5302 2957 15061
9462 13849 28530
14375 12393 29508
7704 1356 31851
10722 12813 20170
5362 16286 8324
16351 16376 31674
3386 6342 12403
18005 733 9613
8723 6230 7189
17104 14186 8830
928 15857 16708
13994 2507 4890
10358 16409 21980
4054 9506 7301
16391 13097 15742
12255 10888 29020
9987 3986 28649
6776 4219 26231
16293 1547 6926
4764 1210 10240
9498 6408 30752
7548 16981 6295
11449 14152 27983
11857 4421 18301
17209 8969 7669
3848 8069 3061
9628 5859 2398
16234 4789 867
11427 2523 23657
1392 9695 15570
18016 14649 13501
17545 6377 6115
13385 62 21572
6359 6686 5716
4640 9826 14890
3810 6353 26271
17187 299 21140
12175 9188 4970
4370 10689 193
4679 11493 22195
15232 18342 16229
7301 1433 24832
3974 18039 336
11883 15232 17411
14432 12749 28865
13996 17976 28007
2355 3460 13818
11761 10123 2502
1667 9036 7658
7525 8315 4350
14520 7142 24591
16451 17355 29779
12535 7745 28374
13647 7835 15397
6781 16613 16425
655 3754 9770
6797 12346 25579
14518 10384 22115
13546 2832 7306
12229 10500 15429
17894 6312 4603
4763 18062 15061
7314 7767 12725
8513 15057 15776
15651 14681 28290
10662 14745 32217
14317 15553 26954
9195 5333 8709
11130 13538 10270
360 8955 26618
14105 5066 29478
5709 17156 31773
13977 9122 18254
14873 11225 21023
935 10939 7355
9742 4278 4787
8115 11447 4974
6561 12539 20207
11241 3856 684
17006 16591 30027
18135 14469 30706
3511 17928 19847
11990 6913 30891
6283 2952 22498
6206 12551 26082
16822 17879 8542
15444 6132 17303
8336 1602 16902
8622 3064 28053
7401 9144 7031
18040 3127 465
15619 17692 23834
722 8650 3249
7956 6218 8393
15293 7273 24030
2513 3615 28130
9055 4550 27746
9327 7700 27115
6666 13010 26434
10940 7209 17749
4531 17703 3033
13932 7726 22531
4281 10051 11675
16691 16220 13474
18513 3737 4872
6527 7140 2800
11490 11149 31228
12805 1571 20610
6907 7792 18843
15279 570 9398
8108 12123 17035
5489 4036 4033
11965 2875 28217
8615 5517 26153
8714 18050 13405
3998 5658 4359
1790 16518 27132
14409 8107 4316
12610 14726 28560
18256 668 5099
9990 18016 7213
10110 7015 14924
17783 18182 20906
4171 9067 28985
202 9699 14915
14318 5260 31816
3967 8222 27185
5921 17418 7810
17962 8927 30
10962 13139 11939
11488 9805 30091
18471 15143 2276
7342 215 11391
9755 8553 5660
2551 4155 31255
15031 17095 21275
14837 9215 1483
1135 17960 13453
5477 9037 25483
16723 13246 17096
1765 10130 25344
1583 11394 9810
2200 6310 14480
1552 11866 26881
14820 7302 29943
4861 4511 14588
1473 11459 18075
18033 11947 21016
7732 9280 19419
12574 6500 10038
6989 3831 24589
9675 13951 18607
605 10571 21737
6870 13002 9719
18087 18308 2190
1643 14601 30715
7479 5155 19561
3855 2616 12009
16143 6354 11174
17226 10644 31064
14031 8755 24556
3262 9508 13336
11723 5445 14748
11750 11669 6413
12369 2614 31943
7384 7607 10462
8289 16855 18067
9167 4221 24160
4080 4106 1743
5787 2213 3085
13820 12384 2017
13132 11341 8925
9965 6099 29525
3830 167 24414
1635 2206 19378
5860 16942 17634
5117 1239 1124
13297 1771 14361
6542 8342 18141
10564 15145 16750
17630 5326 8249
15763 8292 21765
9497 15402 21766
568 9541 16683
11437 15521 259
10042 12468 26002
11790 7313 1780
16207 8642 25785
17029 5049 14556
4820 179 28228
12558 469 6964
11661 3792 23611
16502 3213 17926
12509 6656 30306
14371 5249 15598
2344 6819 5671
979 12453 13161
8007 17675 27359
15434 10620 9478
4104 7829 4425
1810 4474 332
16489 5398 25224
17534 14874 31094
18337 14770 7705
6429 5979 21075
7339 9647 12143
16678 8612 1770
1637 8327 6974
3290 16260 6328
12097 12453 27031
1339 17374 12444
14208 111 31073
6902 11092 16333
14053 18333 24288
17470 117 12914
8425 7366 4663
9094 13404 3506
3447 7982 5172
745 5315 4437
18253 11522 7880
8126 4333 14674
14302 11438 17394
2841 12021 21972
5461 2645 22789
4122 14436 28835
18139 7211 1434
3000 6188 27896
2876 14334 5257
8420 13759 19229
6043 16421 2745
3719 14521 19305
5958 16636 23214
9505 10344 25722
3211 2458 7447
10134 10614 11969
12637 17215 21971
10175 195 7088
3805 17777 18975
3653 17902 6448
3880 10583 6123
12907 2624 12844
3220 10660 26510
14297 12797 25424
16392 7785 2121
13007 18087 18255
14810 5908 23903
15182 12055 74
736 16817 1194
9269 5047 27693
5003 5475 24821
13578 3577 20521
13695 7510 387
15069 12373 19332
10124 15606 3466
3198 16064 7293
9061 11026 13708
16995 3000 8698
3884 7002 1495
16753 13019 6963
3860 1823 7308
8361 11851 667
15160 10908 2820
7442 11441 5043
5050 9781 23910
17394 16001 9106
17181 11320 13521
18519 4364 571
6456 6484 24420
16136 6363 12069
3845 3378 14085
12835 4654 21883
995 6717 6850
15659 8183 21750
6511 5726 24599
14074 12257 8816
17870 11682 28798
16167 9417 6007
10334 15648 15642
15333 909 27269
2591 17267 5470
4142 6903 4526
14784 16434 3822
14790 14562 20455
15580 14659 23617
1888 11034 12587
7033 5066 31908
8828 9269 21544
13098 8431 27561
8899 13899 8261
1755 12089 12081
10976 4688 32023
13303 7251 10888
2385 7265 23707
603 6630 16982
16607 6453 31709
15073 7361 28747
3853 12346 13770
60 15979 14030
5862 6628 12891
16605 15863 17444
13337 12341 12395
9357 8833 20921
2604 16867 12995
13681 18353 14235
11613 7413 2383
101 378 5449
13183 2634 5493
2389 10441 10327
239 12835 21758
4778 16973 16042
7766 6838 16668
13212 4431 29993
15853 16104 30572
3456 1931 30006
13188 9557 264
4693 7105 29273
12480 16661 28669
10059 9959 5849
17003 17950 1484
15336 18385 10548
12208 4233 13755
10726 12615 19904
11173 3280 11291
8968 17336 11989
14996 9573 8150
5989 13342 23369
7323 14854 9695
8563 5982 7731
14142 8810 5723
17069 18423 17447
18326 17721 24986
5327 5811 363
12351 7647 1848
4325 12795 18900
7596 6169 19457
5680 10523 13902
12278 3338 23408
5664 5236 23868
16102 9343 18390
5251 4140 6701
18483 17046 26778
9148 8442 30374
17712 9907 30726
9223 16732 2276
1235 13894 6815
18508 10230 32485
5769 3386 14339
10091 14138 31524
984 332 20915
11819 3280 13759
8210 426 24162
11784 10965 20485
10945 18118 12436
13149 13387 16797
18121 8530 9655
2707 4643 3531
11924 10034 22274
10659 14938 21620
2490 15831 22448
5903 17623 9719
4241 8689 17534
5967 4835 4595
15536 14781 5744
1830 2897 2192
11949 3208 24390
8236 10853 8941
12703 1748 24621
12158 1680 4787
9454 3125 23439
9838 16063 8712
2188 18324 10508
12627 2113 9304
18026 10694 32516
1933 7609 19879
3179 18519 10044
11910 11451 26983
9673 13945 31871
1752 11014 11028
7241 12624 11601
18232 545 8698
13676 13255 25606
17077 8217 1777
7739 9280 12002
6396 12237 30195
7962 9820 25352
18274 1096 32480
15837 1000 19301
3184 16567 8129
14969 15441 20696
16116 17756 112
11516 4034 31561
16923 11473 31343
18496 860 17257
2693 12290 26954
14929 1349 15188
8337 6579 16109
9973 8331 10315
4695 2301 13469
4908 2797 21055
6288 10586 31905
16645 1422 7654
6039 6532 25030
627 12621 3215
278 1520 6448
8672 1843 2293
17471 8866 67
14638 6424 2741
17397 17302 25481
12565 7713 8772
2854 13340 3290
9315 11943 32105
14940 14862 1587
3492 10648 30893
10177 17883 3076
3701 16524 27715
1727 9584 25816
15119 7192 9039
2051 1676 3487
15733 641 25242
14018 216 12561
1960 2424 8209
6393 1222 1492
7246 11122 7841
12546 18098 17010
2063 6054 6742
15349 10587 10053
17869 8832 7871
9701 8640 32216
7227 11884 5633
16561 16047 10874
8436 12983 10541
2659 17791 22514
9875 18360 15019
4190 10695 11917
6120 3715 10710
7624 11567 16141
1604 2549 15139
10667 18023 7956
12694 16205 618
7906 18150 30756
2432 16959 5414
6102 16760 19279
7126 387 10436
1852 10494 15143
11055 9439 9567
4587 4789 6802
8153 4966 12158
7082 17886 6794
1495 7317 19361
3348 2639 2548
5119 11937 5329
9688 4672 529
16598 827 7011
13345 6603 24376
4437 6179 29617
7868 3660 22745
8205 16464 21628
3217 1544 15611
3817 1527 29480
16457 855 4778
11338 7466 8223
5312 15633 1054
4420 18451 4082
15020 11274 15484
4583 14184 19992
7625 9075 11894
17678 7548 7257
9091 11342 20550
9485 14363 3655
17596 4691 3762
15538 5343 4691
13213 16053 23566
8468 17345 25181
7929 5016 8587
4537 16620 5081
17836 17004 18477
2242 17108 17366
4164 8253 23602
9292 570 13706
538 7890 18658
10763 17284 14902
11071 17331 9206
13499 9119 28543
8634 6446 18202
16970 4531 23943
15457 11970 23348
16511 15964 20592
1425 10185 19581
16379 8181 274
5287 18250 12164
16125 16825 20232
11668 7458 16059
8028 1441 605
14592 8948 5409
13521 5444 21892
17736 3690 30232
11470 18489 30820
11189 14914 7064
9849 4332 25490
4257 8284 31541
12301 17391 16154
12632 16857 1971
12429 8918 25191
6623 14400 30752
10936 11035 6946
6209 16430 24231
4427 14919 1825
4178 5893 10398
12283 5647 29129
13688 7752 20093
18216 2037 24416
2310 5796 21944
8712 8532 20807
6208 14936 8125
1877 8334 25631
5585 1654 10371
11452 12578 17718
3323 3867 7265
427 18313 11991
8470 9281 24628
647 4874 13138
5173 1886 6136
18007 4661 11478
9895 10197 14179
2135 8886 15474
16581 11088 1305
4023 3477 27868
14149 10988 1181
5607 7359 24007
18160 7368 17419
400 12206 25334
10111 17335 25136
3413 8380 20051
16105 17730 5809
6390 18231 16031
7841 17826 26930
15036 13569 21675
14191 15662 26043
11525 10305 12052
17312 11522 19410
7674 8966 4336
9447 10741 17161
15722 18352 12791
9314 12599 23267
14732 2141 30474
6607 11753 21858
9409 2183 18471
5581 2283 17062
11227 7691 29991
16747 875 6486
5737 8068 11486
12566 13612 2774
17019 9127 627
10800 592 9072
4209 1793 27403
2878 3538 9721
1780 10436 4632
2386 10963 20384
15638 15727 27889
751 8919 7141
15370 2582 9848
18228 1746 2535
17985 12432 25088
9893 3963 7056
1289 15553 169
9003 3561 7235
10390 2195 5874
18242 408 28
9561 17320 10289
14629 15796 11741
7224 17720 7209
4777 1100 5409
11356 2793 18179
13757 15010 24433
7702 17508 22088
2196 4031 9789
6474 4885 5560
8370 14782 12540
4188 17442 21775
7693 10183 9689
1935 4599 21521
26 13250 7340
13015 13778 3196
9554 1244 30525
8529 8481 2477
8652 9791 4867
3677 1969 19486
16905 2476 10198
5772 15613 2822
16542 6435 17485
4254 1235 4283
14176 10363 9158
11523 4946 32433
5135 600 25413
546 4884 3109
4712 9812 12717
15919 16945 24278
11564 6208 19714
7688 14757 32601
15607 8812 16821
13450 7277 13037
7294 4746 16935
2058 13389 17113
3002 9315 23523
14677 18405 32186
77 15544 7498
10658 11565 6474
11301 5699 14748
18127 7990 7050
15024 6211 12964
8864 2256 10321
16454 1062 22133
2039 14440 3246
1873 13584 17657
6729 16606 13225
5403 5176 1087
11601 8862 26680
8874 16868 15306
10204 4615 30344
8519 12384 20050
14524 12171 29428
5754 333 1721
15093 7703 14132
9469 116 14361
9079 2319 5801
14324 1368 23100
18201 4998 28896
9 15968 8926
17865 14485 13713
8280 14375 12677
10080 2021 12235
2451 15131 26327
6088 8962 5653
11532 11891 16816
16860 12518 31643
4590 4622 27504
10101 1325 25293
17278 12364 18990
14698 4953 27638
13456 1422 19161
4307 5943 31414
8937 14381 28272
5089 5211 17250
428 16625 19666
16954 4134 3509
18364 10462 1240
16352 9942 11358
10186 11460 17590
13459 18244 16716
5864 9265 1756
12447 11339 29889
9401 18126 7877
17554 9685 22938
18176 11720 3707
9778 982 25426
4374 16892 10422
16414 2589 8856
6370 12464 3300
9266 4932 935
9914 8233 24956
13065 2464 5522
13533 16955 9828
2438 5503 1089
16563 10192 23640
1200 14404 30435
10969 17627 24464
10466 397 744
6737 14410 799
17186 9087 26612
4969 4432 1972
10970 15463 25412
17670 16870 17356
10422 302 10614
2630 4937 3194
9617 6521 3005
17599 11419 30024
10567 15790 2526
4907 8382 8926
11273 15990 9363
10293 16914 32632
14467 2641 15393
3742 12820 29009
4534 1323 13632
10739 12739 4743
11236 12902 4785
9350 15842 10027
14749 9184 15373
1013 13070 31093
15180 2873 23222
8193 4026 11606
14880 10257 7154
11064 17337 21472
16401 2736 21393
12292 12001 23608
6159 8330 31923
11907 1504 17169
9951 8520 32397
6831 4715 25312
16590 16608 31032
6712 5902 22089
2478 13413 17127
2166 18305 19316
14092 12060 14379
18459 9991 16972
15567 10933 8705
3933 9037 18650
13298 1038 19159
12926 5599 12335
3759 1785 30689
12161 2702 14757
6743 7354 28224
11392 13885 12126
801 6520 1007
6365 17716 3137
15138 2362 2686
9326 11508 5872
7124 4262 13807
14889 11846 28770
6685 17035 3166
406 11014 25133
10113 541 31548
11375 2028 425
15505 825 30010
1912 3946 21600
3242 4749 2118
14461 5197 22424
15714 10976 15640
920 5377 28633
4765 7591 23117
9737 7337 9911
1543 17796 25346
8829 6723 3142
5540 1656 27998
17147 5264 24327
16876 1131 18340
16869 4672 6195
14634 7553 25230
1618 14808 29606
9032 10695 11819
15388 6832 20958
2304 9698 4726
7236 16684 14276
3285 8185 32603
16599 11767 831
17293 11585 18414
10740 15775 31941
6302 7863 10994
13306 2686 3415
7757 10469 7949
826 11627 23990
3445 8918 17212
15657 253 20152
2234 260 17504
10455 12277 25589
9809 3391 12023
12541 16707 12628
5700 1724 4201
7481 16390 28956
10498 9088 3433
18211 18482 27530
14090 14298 15194
10483 11777 6702
10998 66 10430
16812 476 16494
14433 16954 9490
8922 7324 24580
15324 4719 4774
17421 18465 19287
10401 5069 27991
11169 15658 28920
8908 7202 18223
11727 12566 8878
8234 14546 22613
16617 8183 24531
3496 7708 29151
13781 6332 24053
8452 3154 15191
13672 3996 31732
11798 10103 12565
12504 7964 19221
17612 15378 28099
3818 17264 14018
8849 7376 29601
3966 15004 24300
9016 4212 31323
17731 165 16979
8249 3214 19616
8024 5134 11542
6516 10832 3250
14522 1862 21852
9577 11826 22941
5612 4641 29434
9861 17527 22252
10887 17295 16475
17905 16724 5861
13195 13836 536
8697 5050 27577
9518 10986 16387
13076 18067 15914
17322 6463 5521
17854 7904 18579
6883 2251 14568
5090 8707 2907
18452 12790 24311
14486 9058 3126
5028 13627 18538
12720 15603 962
14852 5392 22102
15907 16518 5472
6236 12056 22246
12528 10282 7006
3255 10811 6530
8384 1373 1482
15448 570 5915
16349 4155 21634
6675 13729 26274
3248 10189 25957
17323 1683 7898
4129 16465 13742
15684 3875 32252
5598 18407 25049
2403 5588 1265
2047 18347 12717
9232 2400 30467
2748 1936 26170
13925 8788 12376
10999 712 24047
13271 17315 21662
8018 14892 1805
1150 11885 17565
13552 5284 4904
3611 8196 25785
11823 8570 32378
3881 14106 22412
7102 11919 21544
9723 14458 14097
15467 9319 13521
16633 16797 23586
9185 6544 5884
15418 15059 14139
18284 15567 4418
7887 6165 28340
772 1544 19526
15541 16809 13814
16801 6968 3800
407 17867 28251
5625 11116 16601
14015 7150 28082
17851 3566 20919
16604 7838 4002
4050 1138 13720
7579 4331 20064
506 16277 14486
