63 28766
1303 109 8832
1046 174 13948
3722 2793 4212
3230 2058 15480
3122 3452 3914
2628 3128 3189
2619 2896 13808
1595 3204 14309
4031 2262 1773
2536 586 7970
3455 2010 9819
1864 1614 8458
244 1396 12334
1695 3200 7864
2255 255 15466
1853 1365 247
1312 3763 1749
3040 2329 587
2408 645 7668
509 2655 14690
3892 2364 2497
1765 434 8219
3810 24 8042
2888 2457 2011
2775 2096 14515
2558 3160 13347
3267 2287 6687
1788 478 6069
1571 41 736
1567 3714 13994
2796 422 8632
2176 2643 4284
1162 1697 11904
1343 1724 7833
3437 2320 10080
1815 3836 4006
3018 3939 935
2800 3824 6794
1669 601 12809
2022 2527 13129
3249 3949 6502
1348 2317 3483
2145 514 4907
2790 2223 15675
1254 2605 8482
1340 795 7673
2589 3996 5112
201 224 13807
1954 2056 2368
923 3390 7207
1060 2351 11165
3793 691 4326
1555 41 10176
369 281 8913
858 1822 3919
1665 2352 5537
1476 1737 2777
693 1251 15878
254 459 1404
1165 1201 3604
1128 1061 12259
3759 1140 14996
2607 641 1985
1014 848 3288
3060 3797 9979
2854 704 16657
3101 477 12972
3277 2449 4318
2099 2317 4391
3000 1027 7786
464 918 6889
1475 3626 12182
1972 1950 15915
890 831 10285
1211 1165 5232
666 1490 11419
4019 657 2858
144 1533 9813
2508 2303 11971
519 3294 1686
2501 1195 7151
436 44 14539
1929 3372 8232
798 945 15065
1863 2467 2577
2864 1679 12274
1482 1027 7142
1058 3755 6670
2493 671 9160
3772 589 15087
1170 2582 5251
4120 1540 12450
1523 2930 6299
2486 761 13740
3839 1973 3388
3332 350 11490
1639 2085 11715
1833 2850 4836
2505 596 3971
118 2280 7225
2640 968 11533
1561 1855 6254
1241 3810 15984
3582 3524 10838
2911 1312 10792
1960 1815 3989
2932 1294 11400
2258 3330 9770
862 3482 9136
995 2529 2072
3210 4110 1909
1225 1125 12931
3157 3462 7694
799 624 9284
1537 3813 5337
3948 2935 4487
1756 3989 4626
1564 1422 13833
1119 172 13580
1544 648 13268
2858 3119 4177
3220 2406 9626
902 3870 5228
2336 633 15722
4002 2252 7821
2204 1482 9840
3193 2752 775
3803 628 4504
2128 3990 16335
268 3458 1514
853 624 6442
1755 96 10164
3469 509 6406
1444 2346 13333
3275 1626 14922
3776 1344 11324
202 1800 12386
3630 735 4780
34 4079 13942
1986 2180 11276
1545 1787 16685
511 3985 423
2672 2935 6600
1520 3479 2651
1870 2379 10848
694 3818 13120
3088 488 11485
2183 913 6869
3317 1046 15431
4124 1669 12092
1430 870 8276
3095 3633 7807
1068 109 11423
3075 174 9952
2171 5 8008
677 1324 15775
851 2278 3365
3442 305 4371
1411 2458 2511
1436 946 1119
2530 3747 13631
652 1346 2260
615 511 15027
420 3821 14184
157 2787 4694
1762 2055 8848
822 3139 11565
660 1296 6110
3284 3544 4278
1016 503 11876
1032 747 15515
1393 2237 5978
3497 3933 7704
487 2500 3647
552 4067 9587
2764 742 16016
3004 2573 11012
2172 1882 9626
2263 3517 914
3946 3722 7169
708 1984 11305
1134 1944 13576
540 1047 7797
2785 4110 9894
1753 3539 4215
1480 2793 5555
3459 1961 16758
348 1075 5963
1820 2665 2050
3112 3784 9451
1321 2263 88
3448 3462 2817
961 2807 7139
1053 1260 11425
1172 1550 3720
2323 1935 6802
2463 3798 8872
960 1609 16438
1941 126 14048
3815 3793 10685
2755 675 10524
394 3627 6549
1642 1123 5678
1934 1662 6174
792 3647 5623
3305 2884 5946
209 2778 11822
2678 1930 16864
378 3267 14822
4097 2372 9808
2905 112 3324
1222 1486 14116
1328 3964 11298
2080 4092 7622
2029 573 11840
4085 3948 10734
1214 3044 8951
1095 2022 747
62 3361 5922
2332 1081 391
3775 1762 10356
3690 353 15480
2898 3268 5427
992 1626 5861
3347 767 6593
1473 18 16923
3515 3884 1979
1920 2117 2328
1290 1202 3149
2032 1379 5256
2469 1737 1024
749 2252 10619
1228 2678 12980
1269 25 2032
2714 274 9293
3342 3915 10634
3314 1532 12583
249 1762 12565
1318 691 14526
2822 325 9187
1194 4089 3851
2876 2807 9746
3400 118 10631
1181 832 10298
3454 2982 8645
2826 1301 14771
3637 1958 6255
130 729 8918
2810 3323 14360
3396 3615 14661
1685 2421 14991
3844 2479 1143
2545 489 8948
2485 37 14314
502 898 10559
1212 157 6343
630 2844 15313
2983 1001 2843
1175 2928 4498
3874 4136 14150
3682 77 11454
1908 3949 11445
1380 3935 15442
2316 301 14501
1680 2614 7247
1912 2436 3200
1359 3612 829
1268 3599 9129
4118 1325 4910
1838 2096 14581
403 3128 6580
2517 1049 4363
2968 3358 4675
2365 1665 185
2593 3581 4676
997 992 14686
3805 597 8060
2503 3685 1078
2541 3237 12946
114 85 5890
1291 268 4266
769 3530 12699
1619 2144 4829
1196 185 1305
2710 3334 2579
1611 2940 8859
535 1411 10804
2509 2905 7745
3355 3796 13066
1512 1934 14982
4024 2352 8502
3605 1084 1279
2063 3220 16269
1055 215 16662
3765 812 3725
2397 3834 1004
3252 1202 12260
773 1654 1514
2946 3905 5686
2309 4054 12180
2547 1801 1668
3620 3740 11097
3008 1571 5372
1740 2927 13602
2445 2582 15790
1099 36 16439
2418 759 15211
2510 3740 17087
2918 1174 5581
1100 1168 12197
3602 130 1160
2073 2799 8970
2196 657 15578
3162 426 4829
3313 2147 1346
2427 3009 13202
1429 961 7485
1239 1119 13064
401 2826 4771
2776 1684 3792
2126 4062 5975
533 1016 26
230 1795 9224
1828 709 4482
1157 2305 11556
2579 3988 13609
1892 3286 12382
2015 3584 4584
3516 3497 4755
3520 2500 12845
954 1533 1891
903 1639 2658
1893 202 14752
2245 1183 1164
1700 1922 1831
501 85 10127
444 1387 15159
3422 1165 10340
2290 2096 5966
1367 4127 13943
1265 3627 8726
2491 4132 9549
2289 2486 8969
2293 2103 14214
1468 130 2156
2259 95 215
1682 979 12831
686 1480 5883
2601 3044 15593
2248 870 9571
1652 3167 3947
402 1758 8204
3731 3784 6360
466 2083 14767
1632 2309 7447
1405 4019 7130
1263 1118 15369
3012 362 13588
1702 205 4003
3919 2712 1547
11 1059 7980
646 812 3860
286 325 15382
188 1241 1324
236 3185 494
3136 2914 12018
2300 3495 1274
3472 3964 15387
1599 522 5589
1220 3272 14077
2526 3500 8741
475 2717 8323
3671 1545 16334
160 2876 13995
3890 4128 12198
1347 660 6415
3751 3394 3710
1319 4002 4193
21 3474 4727
248 1908 3422
2046 1780 11664
813 2335 7697
2321 3801 7480
2641 1634 4789
4017 1684 7518
3090 1937 12355
494 2908 1962
1918 3919 13343
2924 998 8845
379 1800 3156
2296 1209 13024
1447 960 800
3894 2812 2984
1793 3965 2935
4066 3462 9095
2051 1351 1288
2422 2947 3340
2922 3109 5310
1323 4092 10798
1051 455 12844
82 1170 14733
2534 588 6108
3257 2782 9473
682 960 6907
330 3374 1428
2768 3397 15088
2487 2732 15179
331 35 9007
2023 3223 6652
2388 1830 2642
3209 436 2997
2200 1183 16365
4072 1540 6058
2020 2411 15197
3825 371 14784
2706 1803 3387
4051 437 8941
2350 3367 13692
3778 3933 9720
3536 2820 15223
3279 3469 9819
1155 3390 1590
1142 3529 4084
372 3970 6027
3024 3838 11288
3285 2779 1850
583 3915 14037
834 3581 784
3487 727 16703
1594 1908 621
2603 1436 6508
1116 3023 1421
942 1850 16945
83 1296 9457
1154 1825 6222
3496 3358 2846
1392 1364 17070
1738 724 13430
4045 3197 12924
921 1920 15513
2832 178 5098
1772 4102 10385
3632 2461 7903
760 1801 13492
3753 3063 1966
3349 509 965
787 62 9916
2224 1840 16694
1287 158 3710
3053 3758 14180
342 2836 300
10 468 13011
3461 2237 2231
2338 1492 7952
1527 1430 10648
264 1134 3609
257 1482 16744
309 157 8720
3140 3751 10819
1841 943 3164
1410 614 5157
1716 1670 344
861 468 11668
2604 992 7586
3729 1125 6893
1500 3962 13576
4109 862 4113
975 4112 16081
623 907 4805
4101 2678 5037
2005 3825 11813
3074 759 9700
1942 3323 5402
2891 3437 8666
2294 2033 14688
354 1146 17098
1439 2444 11041
2112 1362 892
2963 25 9970
2740 3755 11865
981 464 11260
3110 2069 11437
1499 3561 6821
1368 2062 7536
1577 3939 6721
3898 1765 1095
2462 832 3931
285 284 7469
1048 1443 10909
2561 669 7670
3476 1864 15357
1033 1833 16898
2105 3462 10295
561 301 5309
791 3627 5944
3650 1469 7736
161 99 10129
3073 30 4089
3886 3409 3252
3290 787 96
2630 1260 3360
1011 222 1506
2490 1429 8906
3360 3682 15489
2961 263 1463
3021 902 6163
930 2188 8521
2443 3812 4692
482 535 8022
1304 3658 12005
2886 2487 2558
229 759 11834
713 3150 8824
1981 854 13371
3463 645 2420
932 1642 7771
3661 161 7012
3381 2935 8219
251 3948 797
3206 399 14227
1450 54 13204
712 1347 14789
3509 686 8803
3618 1301 5673
1525 1520 2515
398 3132 11763
2272 1856 526
2899 1089 5810
1640 266 10006
2987 2065 12699
1846 3745 10813
1664 1043 698
463 870 5481
3031 3734 9848
3147 3007 12631
1337 3085 8239
2210 3737 2438
80 1952 9236
2818 2889 5343
836 2221 10321
3395 1892 4342
3034 3903 12633
2236 1210 6823
3503 3365 14157
2174 2959 1501
3845 3268 9947
207 2632 8145
2043 2854 10667
3619 930 10916
2228 2167 2031
432 14 5769
198 1148 15279
1775 1116 851
2760 3095 12589
450 215 10628
2985 778 6850
3883 3555 9072
1621 3778 11374
2804 1282 5367
2649 3620 5584
1783 2924 13210
1206 204 1749
3062 2723 13321
1310 2262 262
3064 1856 2788
2623 4103 4256
3019 3007 4958
1002 4012 3463
3963 2793 5029
2602 1329 4788
2409 1176 6490
1689 637 6104
2552 3714 10312
3097 1775 10800
2962 2573 10915
4032 2066 590
2127 1782 2097
2753 391 1418
3116 2384 11790
3383 2913 1158
1739 1286 4960
2806 2379 2077
265 1725 6501
3993 1536 1857
151 2790 10193
2199 1101 7996
2130 3758 5543
225 3532 8471
2040 2805 15776
1514 2457 11383
3973 2553 3958
4059 2786 2587
2465 509 7407
2684 3623 15446
98 908 1349
2551 1687 3419
962 1709 6462
2774 1194 16859
1267 2866 15010
3730 1561 6918
1446 1979 1037
4083 3495 10176
169 1372 14322
1029 1580 539
1601 3630 7401
3791 272 11457
3001 909 4767
2991 3839 10186
3105 3682 2885
1517 1601 5882
2827 3098 3683
3113 3164 5084
3350 1515 15388
2168 829 9198
2209 763 11072
2441 1038 5344
2720 2778 5626
591 487 10145
2953 2569 13558
2322 3206 9742
3196 1527 2781
1556 1582 14452
3484 981 8297
145 3451 12346
1200 1732 3597
219 3102 8478
4030 436 14887
1215 10 4293
3368 3946 9416
2563 2134 14195
2037 3507 8157
1491 3191 11588
171 3821 10127
1876 2685 4648
1298 4030 16594
3123 669 8755
655 1812 5700
1427 1801 857
2543 480 9836
2191 2460 3685
1717 1263 823
3327 131 3331
3168 2940 9454
3579 1119 16108
1376 3247 12881
2367 2994 2517
635 1392 7675
456 3738 14603
1519 3171 7647
2201 414 5699
2939 774 4290
3852 694 8946
1030 3959 10114
373 628 6051
807 3001 906
3005 3323 9374
74 4110 3346
1197 1347 261
1377 3495 12278
4130 1547 16244
1336 1855 11513
3445 1268 8127
3430 4033 17080
3652 2154 13313
3325 2156 6742
2282 1475 15045
770 1236 16205
3100 3358 4112
2661 432 6623
2345 2228 9064
411 3747 962
2341 2625 14750
649 1783 5107
2514 3876 1188
461 2586 4340
634 1327 3265
3684 54 10857
616 4018 9500
53 4094 4927
3270 267 5721
2048 1762 14713
866 2940 11768
2679 1071 15429
1605 1439 15528
2152 1464 3594
1221 3444 15464
811 2292 361
3879 1127 785
1453 1325 6338
283 2691 9404
3981 2901 4303
2520 1260 10869
3908 3448 3940
4041 4000 7448
56 3840 7687
654 1047 1197
1457 3629 13351
2319 3778 1864
3896 3395 2956
3348 897 8958
3767 1444 7435
1895 1174 16186
374 3067 4671
2404 3257 14360
4090 774 17009
1603 1190 9089
2109 2587 14510
1993 970 4737
2725 2490 12548
750 626 4637
2366 371 11718
3050 368 7548
882 2309 3238
4003 1582 10379
206 2793 6031
2375 1857 5243
2943 3804 5893
3467 2956 4880
1610 487 5349
3028 2534 4102
592 285 15434
2277 1892 13390
2744 3654 1258
1094 1251 13280
3780 3772 4992
3134 735 739
2206 1326 14708
78 3544 15597
3055 1944 7200
3636 3180 15549
1658 126 16072
3052 555 6894
88 829 9331
951 2932 14887
2311 1974 13479
2261 107 12142
406 3806 14247
2724 2154 11173
1042 213 1618
1404 3982 1308
1315 2946 2918
3133 2405 7739
3688 1333 4436
1587 3113 6412
2197 130 5738
1978 414 10992
2100 1949 12812
3156 729 13404
1773 1019 1259
680 3595 13067
3533 3673 2217
476 4062 6932
4100 2724 15982
3899 109 9056
3904 586 12953
499 1740 3801
3386 1233 11679
1743 3430 9297
1778 756 7606
1676 1317 4442
3537 2758 10541
4010 2740 10452
1255 1365 13127
3163 2427 761
389 1662 12380
972 3445 10388
137 2764 6055
563 2619 6453
3827 2991 16528
3951 267 10933
3594 1092 11020
3404 998 7121
1383 2911 3629
2742 400 5800
4060 494 12665
2385 2805 11656
2847 798 15549
1648 4041 5117
1401 1603 14016
3271 3106 11888
1905 3685 1051
665 3626 11698
1161 3518 10349
4075 1287 16878
1862 2742 13644
843 437 511
2025 1155 3335
986 1937 3665
1635 1617 9311
6 3314 14048
1065 1628 6023
905 3210 2698
1314 2051 4934
2550 2724 1126
4047 3871 4133
4025 531 12637
1384 2296 3441
2995 257 7857
3770 1797 8222
3910 2991 1530
2279 4045 2863
549 2046 3504
3339 1265 4911
2781 190 11692
2429 706 15058
618 3575 10979
2879 3605 13334
300 305 2708
2695 1719 2457
1584 908 16229
980 2805 10
2733 1426 11971
1681 1382 7949
2634 4037 3651
1668 1781 1001
294 747 16158
4093 1083 9181
3906 3814 11213
3554 2144 1401
3625 1877 1927
2182 3455 11820
1924 2505 11498
2528 1048 14238
2512 3012 1304
2931 2401 13922
1985 2184 13926
1749 3342 14249
3918 3147 8716
2229 2356 1015
2670 131 4862
2878 1188 2203
2627 2680 4462
2998 945 12899
3177 1801 353
4040 3792 13553
3828 3098 8145
3857 3660 16293
3877 1347 2615
1791 853 3797
216 1965 14779
3559 1430 10995
859 1121 11045
610 1828 13602
612 3219 11398
1528 1753 15954
3504 4018 2851
1400 2989 11234
821 3707 6985
70 2398 14079
1902 1704 6358
473 3443 7424
1096 3756 11412
1187 2429 8830
352 961 13726
754 1408 4032
1345 1175 12697
1597 3954 4729
58 1215 8861
1479 1017 5628
2843 3867 7196
2217 2911 10393
3872 374 14548
2735 3334 1751
1667 1384 12585
841 1694 11312
3540 474 9120
3246 2997 4210
520 1169 13375
508 2353 7494
454 3834 5372
3692 185 14446
4013 2929 3261
195 3362 13753
465 2320 5385
1936 1916 1830
1643 4003 14545
1779 1215 13411
2031 1343 4521
3854 147 233
830 2035 16097
3161 486 14760
3909 3643 3264
3248 1181 1032
3681 3314 3176
1151 3337 15564
631 3504 8073
1009 2716 382
1066 4024 5287
1272 397 2193
982 1860 7651
663 3829 3967
1489 3216 12750
3352 862 2972
1560 3358 98
3199 946 3748
1874 2048 13482
4015 3484 6274
2686 1804 849
2482 646 9193
3771 281 15116
3250 1128 300
2522 2596 8073
1548 3791 10406
15 1627 15114
2050 252 6651
1189 501 11240
1769 1873 9550
3412 147 16790
203 3923 144
1591 1642 815
3398 3210 5598
3179 3832 4528
3010 3007 5357
2474 3801 10888
2562 107 1685
76 222 14402
2656 3901 7310
497 1161 476
49 3526 8375
3855 1653 1753
4069 3883 10619
1513 2767 12562
1987 3530 7746
356 1396 6931
1939 3842 2476
3811 713 15399
722 3567 8365
2471 4062 14728
2743 3266 12151
2251 2240 11316
2116 761 10421
647 2735 4716
1784 486 694
575 1634 12100
3041 412 9998
3282 1733 1850
3835 1693 13476
279 588 4009
2711 2939 15597
3833 1591 14099
27 2143 12678
2646 2491 13579
1735 1473 2679
1501 2543 9258
3585 4119 7863
1390 1550 4615
3531 1582 8199
3399 249 7739
1872 923 587
1807 686 7918
1461 1439 3619
1106 3028 13512
2339 3092 6229
413 2195 6400
4036 3303 13450
1821 763 6158
3086 2047 14361
1839 1298 15984
3616 1365 16043
1692 3923 11125
3235 117 8660
2407 1946 5420
1073 3064 12505
2118 1469 12918
2874 2649 5979
1666 1774 1643
2129 2466 11653
2454 2914 512
551 2547 186
1890 561 8187
2355 2463 1337
3278 404 10580
525 2656 3733
2770 1783 13193
1253 321 2886
542 614 4580
4088 1595 3583
1437 3067 7419
880 3095 6292
2249 3875 2370
1698 1448 7761
2439 368 10035
2835 2390 13408
1809 887 7946
1363 1221 10251
3847 3551 916
700 2059 2958
84 3567 716
505 650 1129
2012 1700 2707
2902 1044 11860
2511 1201 4861
3311 1717 11460
718 2060 11282
159 3290 15043
2186 3172 11561
3749 592 4783
3291 4136 4707
423 2935 1463
1763 635 5619
123 3850 10510
1026 3582 7147
2041 4011 580
931 564 13948
2178 3503 14147
3975 3058 13850
1851 2332 13368
2086 2632 415
1164 1146 15804
3033 3627 4169
967 1561 1358
894 4026 934
1747 540 12367
1923 2266 2036
3912 2623 15398
3995 1225 6713
3117 2280 3220
3638 2908 7050
2424 3217 9083
3091 838 127
1177 2991 787
2078 2147 6121
3782 1479 13935
1350 1564 2486
2095 592 1561
2814 2812 4797
3957 571 7555
3725 663 8860
1721 1946 12839
1771 1359 14967
33 1746 14183
3262 922 1937
2567 992 10187
3592 2088 3613
783 3960 10862
3593 3836 7294
199 3539 13562
3152 3714 12555
3773 3280 14813
3726 1910 17086
1535 2913 11495
8 822 10185
13 3094 10914
3181 4122 85
2057 3475 12436
1320 243 7319
337 300 3144
1819 2344 4576
448 3960 7657
343 2345 14778
3885 1665 14242
849 2252 4912
2376 2400 11408
1728 2257 3799
2431 2081 10904
1842 902 14920
119 1555 16075
806 524 7943
1166 1395 10334
1388 4056 16641
1109 3315 7459
3628 3192 4376
3566 1748 6695
1962 769 9856
3977 4060 12981
604 172 7581
3142 1788 992
602 2976 7064
794 4122 11342
2792 2095 1727
2624 918 2297
1836 1244 9216
3787 531 15236
698 1325 5701
1759 1639 9631
702 1851 15721
2189 1782 12952
3498 3529 16461
3121 3657 6255
2008 4079 14781
3414 932 5391
567 1635 8741
3203 4035 3387
3485 1956 3577
857 1523 8266
2900 2637 6030
2849 404 7305
3446 1670 12065
521 1464 1515
2389 592 7609
2192 248 13439
1953 4106 4964
1711 1017 5672
270 1377 8863
311 1195 14295
2187 1270 7242
2636 2792 3066
3226 3867 15630
3980 3814 4833
3070 1784 5078
1431 838 11188
3208 2730 6505
3287 2672 5446
1163 2349 4350
2538 1784 13938
2578 3439 14014
2396 1232 2956
289 3277 1811
28 1813 10222
990 434 12436
2575 4035 4705
3231 2677 11073
2354 468 6115
2326 2530 8558
241 1801 13912
1616 3770 5375
643 1759 6356
361 696 15501
3125 1290 6432
2819 477 13570
1495 986 13425
3563 4036 979
741 474 4933
2958 1314 13032
1980 3198 1709
2432 563 14398
150 932 10029
1861 1819 7585
1785 3358 12635
950 190 15985
3328 3310 10382
2639 2722 13903
142 2080 11148
61 2505 11654
2369 1858 5754
296 438 4648
2769 884 2216
3710 4045 10723
3920 1505 14496
2657 3749 1631
86 1684 12033
3054 614 10937
271 1815 14525
2895 1027 2820
1481 198 10090
4044 3762 8352
3578 3979 14166
3411 3305 10558
1989 1109 15013
141 3365 2078
844 1042 749
3611 1490 13698
2163 1923 4144
1261 785 3078
51 907 11202
958 1214 5517
1334 3374 15403
470 4019 14974
1931 1731 3004
1419 3872 14621
491 554 11527
752 917 13199
1424 868 5150
481 1070 1320
1907 2786 590
2919 2578 1890
797 1969 2127
2026 3332 12106
1509 2260 15161
327 1941 14490
3130 300 3346
953 3993 13668
4121 3367 1864
3165 2780 7442
814 1632 2106
246 841 2246
314 3703 11165
1708 1942 4461
2024 2791 9313
1927 3607 5853
1458 2209 5149
2106 1209 13723
839 1547 14250
789 2908 14099
2455 203 11858
3968 1249 6455
715 704 8236
238 4015 16235
983 271 11021
1852 4014 7558
2892 1023 15201
1683 2088 6704
1256 3601 461
242 1002 8001
184 2780 8933
1971 413 8787
1374 3507 8601
3932 2695 7252
424 914 10876
957 940 6358
3391 53 285
3324 1566 8890
672 546 12303
3868 4106 8762
2298 2022 4425
3609 2285 9989
2523 2710 15273
239 3441 14839
4016 117 12404
2777 3609 3514
269 244 4030
485 1228 243
557 887 4529
2798 610 12647
2453 2937 4149
2645 3058 626
48 2086 7336
2238 2463 1342
247 2255 4310
629 1181 17075
307 3150 8177
4007 2189 12769
334 1793 6358
1353 711 11928
2133 343 3493
3261 3268 14431
1829 3768 11290
3764 2457 12813
2862 1042 13231
2318 2586 4803
2762 157 185
1914 711 2659
1459 289 14129
1602 840 7952
1445 2984 1000
879 3147 11270
3120 775 7508
3269 2200 9424
1299 3919 6839
3978 1683 16175
1496 240 10457
3038 418 9822
1477 2436 7039
3202 2083 7833
250 841 15106
689 1512 9408
2160 3172 15135
2438 2977 16429
994 1862 312
2571 1668 8421
3043 859 10233
3727 2340 3696
3048 1404 8219
515 3726 4287
1881 2804 5034
134 1633 238
3687 3538 2479
1160 24 9933
2234 3325 4315
2504 4060 13681
1675 2665 12095
1761 64 4318
1506 1748 5553
1871 3172 3491
3777 3423 5499
288 2143 3225
3676 1653 14280
935 2255 3783
2213 158 2838
1727 1876 7640
3357 3164 11048
40 3237 1824
1691 2645 8172
553 2849 8243
2797 2080 6414
351 2311 15077
2925 2664 3425
355 1123 9984
1153 101 7981
2728 2311 10713
3846 4037 11244
3534 3396 10271
3809 2649 6577
674 2144 8135
1284 1070 16427
200 4033 15238
3696 3350 2763
287 1124 14497
3426 3231 10159
3190 3345 3915
2231 1350 12384
1518 1900 2669
1440 3649 1675
3420 2555 7973
1837 1368 11331
1998 2895 1583
2302 3158 15090
3506 3957 4103
933 3675 15335
1010 3413 5268
3478 3009 13778
2220 2538 4967
1418 1419 17036
2084 1486 7510
801 1127 6513
2773 3121 14082
3670 3942 12926
3514 3524 13554
1729 696 8517
3668 2082 15768
2120 776 10775
1226 3054 2589
3026 1380 1252
2721 3410 4292
3694 4052 6200
1293 3707 5034
1510 3011 1164
4074 647 11649
2148 1632 14524
544 795 16242
3049 2918 9680
3719 1703 444
4071 3645 9480
528 1536 4418
3465 2372 15154
1234 398 752
3586 2777 8179
1358 750 12675
156 1372 11650
2395 2081 14642
2771 1257 1149
3281 2026 5535
1216 610 2088
3564 453 12785
3392 1758 9681
1677 207 7784
1612 647 9619
2373 3877 4542
719 2487 2578
1219 2705 17096
3434 2589 10830
1994 3399 10962
2597 936 3477
934 3582 2921
228 2307 10737
2750 3981 2706
1355 1635 4331
3263 57 2391
1352 4024 4789
153 491 3362
183 3060 1129
1741 3806 7161
2540 3391 15076
892 3770 1273
3089 201 7908
1283 2410 1799
3366 3738 16033
1179 3073 15984
638 1544 15264
2957 2804 6970
1184 2082 2889
2612 3286 793
31 882 2498
2110 2716 1025
2053 534 6544
1349 267 8140
365 2020 12935
3596 3113 14332
766 3628 4118
878 3762 4415
683 3524 2308
1844 1172 8872
3384 1719 5312
139 1978 7956
3354 946 594
1442 2015 6780
2831 3846 5130
3736 3226 12398
2481 298 1757
1940 3116 16345
969 3391 12588
1180 1284 15795
1673 1656 12374
3359 2487 11954
2681 1882 13807
2470 3058 5837
2158 1023 2348
3320 3536 1453
3865 2186 9037
2342 1961 13859
3983 422 6646
3583 799 7427
2415 2480 10265
2535 4101 11884
664 2760 1275
3987 3540 11946
2608 1972 11866
208 908 16426
2539 2041 16742
3788 2594 13455
1054 3804 12583
2119 2126 4918
3976 261 7306
3723 3482 14466
3570 3053 6470
1996 2128 1948
576 2324 15393
619 768 994
2999 2643 5967
496 884 5167
3802 961 14404
136 3479 1110
2498 228 5698
912 2249 4251
513 4075 11119
3093 2308 9783
2719 3974 4061
3318 1968 8234
2904 3284 2623
2658 432 10612
1425 3563 7358
545 3544 2915
3560 1842 5048
2021 3762 11627
746 1544 13034
2219 1188 9234
317 497 16185
1869 3650 9190
75 3738 6706
1526 2237 5527
2699 1253 9805
1736 2935 11449
2343 2606 7306
1357 1603 6050
1112 889 13790
784 2738 13166
2648 2960 10545
2098 3917 16322
3525 2619 14520
1132 2826 9522
4055 792 131
2811 2957 16034
2281 794 7809
569 3258 203
3363 3224 1953
3259 1647 5142
2153 2825 16440
1322 576 15431
439 834 7360
1266 3530 1754
2973 3001 8481
3748 1282 11878
4020 509 2895
441 2810 7263
1178 2229 3717
479 269 4374
1438 3968 13786
681 3429 1748
1420 1793 12521
3087 3682 7578
3733 1602 11358
1086 683 11830
4107 686 2765
2707 2538 1836
835 244 13661
580 3204 7002
1005 417 3370
192 217 3500
1330 2305 3591
1135 2908 4343
3494 1349 681
1311 1261 12292
1742 4127 10451
1074 2059 9143
3431 702 2967
253 1567 10845
3131 2340 925
1167 2597 394
332 2512 10384
2207 1317 4177
3716 3904 7554
2613 994 8630
1113 3832 14655
743 1166 8603
3424 2919 11643
433 2059 10647
3858 2182 11798
3624 3520 10627
1990 3461 13230
1309 2490 8626
1463 1900 11034
658 840 5380
2883 3532 135
1886 2084 14216
3521 3161 5022
2230 3962 1153
608 1726 3724
2620 4041 6160
1546 4057 5568
186 213 10783
1624 1833 14400
3153 1872 392
3299 1908 5089
944 2536 10737
2254 2443 9475
1883 431 13370
405 3332 229
1976 2678 4120
1802 1977 9132
1455 3152 3138
3304 3352 11055
1607 358 2556
2881 2776 13339
3254 719 14499
2674 4 5800
2131 3610 9260
3659 1882 8146
3343 1990 12386
3686 3112 4424
3335 2337 9800
3683 2643 15249
3488 4058 1373
1903 616 14854
1511 3015 9007
823 3026 11764
3016 2552 7139
3468 764 9107
1288 3488 552
3020 4015 7182
2754 1692 10691
1402 3406 4043
2784 3194 11014
1224 1867 16198
3613 3171 1496
193 3094 16866
162 668 10653
3155 1679 5693
705 5 3855
4004 1009 3990
4117 2521 3116
3929 3197 7278
2853 499 4783
1875 2238 7079
2072 2083 10207
2519 213 9860
2741 2752 4191
2391 1957 14486
1593 2933 10301
2642 798 11199
2564 2439 10240
1262 75 11438
1182 3299 1305
2446 1927 6216
427 1228 11692
1531 2879 9482
565 2919 12851
1302 209 6223
177 3762 633
1245 1444 10837
1896 948 8161
1955 1533 13033
3490 2429 11326
1381 4128 14736
2070 368 3962
802 2534 4793
984 2551 4633
1720 3965 3738
3512 4072 9593
3253 1374 5717
2507 1789 4841
4064 3200 2530
790 1434 4788
1231 1840 6195
1928 1490 12318
3292 2612 15586
523 20 15507
2378 2121 7106
687 395 7106
2392 254 7257
2216 1340 16319
3721 3258 15291
3931 951 13012
1516 1721 11531
1025 2409 7566
3843 3855 8446
315 436 416
3715 2250 3116
2992 774 16425
1623 1032 7900
2692 3112 12758
518 4080 6301
2359 3951 6722
4065 2141 5371
3244 698 10598
2772 954 7725
3501 4109 13163
3505 402 6121
3705 3650 14807
594 1382 5272
4009 2299 4945
116 1979 6721
3301 3395 16581
966 2130 782
2875 795 12715
2484 2470 6529
3 3270 12517
2749 239 11621
181 4007 12706
2159 3405 10162
469 151 14539
3866 1939 3102
1470 838 15359
1661 1260 7742
1483 677 10808
1223 3638 2316
2370 1313 8483
3051 2937 9605
292 3725 11752
3489 3053 16073
2660 4032 7221
106 28 12347
1007 3191 14635
3288 4134 8996
1502 4102 1995
416 1962 8763
867 2753 10232
2852 3567 999
421 2015 12837
3486 3350 3164
3889 3696 7221
3882 1557 9891
393 3518 4503
335 1974 13588
725 3320 5756
527 3485 7723
490 3230 1323
1814 3538 3266
2788 97 4714
1622 2831 14365
452 2023 14539
1227 1880 14682
1247 331 2858
558 834 4891
1625 424 6624
2214 1905 1471
3346 2230 7797
842 2777 12930
2633 3886 3954
1629 3809 3553
81 444 1898
2054 954 7182
